"STATISTIC","Statistic Label","TLIST(M1)","Month","C02583V03135","NACE Group","UNIT","VALUE"
"RSM07","Turnover generated by Online Sales","202406","2024 June","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","2.4"
"RSM07","Turnover generated by Online Sales","202406","2024 June","4719","Department stores (4719)","%","7.2"
"RSM07","Turnover generated by Online Sales","202406","2024 June","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202406","2024 June","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202406","2024 June","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202406","2024 June","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202406","2024 June","V3970","All retail businesses","%","4.9"
"RSM07","Turnover generated by Online Sales","202406","2024 June","X1320","All retail businesses, excluding motor trades","%","6.4"
"RSM07","Turnover generated by Online Sales","202406","2024 June","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","6.9"
"RSM07","Turnover generated by Online Sales","202406","2024 June","X1340","Retail sale of food (4711,4721 to 4729)","%","2.8"
"RSM07","Turnover generated by Online Sales","202406","2024 June","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","10.2"
"RSM07","Turnover generated by Online Sales","202406","2024 June","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","6"
"RSM07","Turnover generated by Online Sales","202406","2024 June","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","10.8"
"RSM07","Turnover generated by Online Sales","202406","2024 June","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","17.6"
"RSM07","Turnover generated by Online Sales","202406","2024 June","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","9.5"
"RSM07","Turnover generated by Online Sales","202406","2024 June","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","16.9"
"RSM07","Turnover generated by Online Sales","202406","2024 June","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","7.8"
"RSM07","Turnover generated by Online Sales","202406","2024 June","X1411","Online or Mail Order","%","78.6"
"RSM07","Turnover generated by Online Sales","202406","2024 June","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202406","2024 June","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202407","2024 July","45","Motor trades (45)","%","1.1"
"RSM07","Turnover generated by Online Sales","202407","2024 July","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","2.3"
"RSM07","Turnover generated by Online Sales","202407","2024 July","4719","Department stores (4719)","%","6"
"RSM07","Turnover generated by Online Sales","202407","2024 July","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202407","2024 July","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202407","2024 July","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202407","2024 July","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202407","2024 July","V3970","All retail businesses","%","4.8"
"RSM07","Turnover generated by Online Sales","202407","2024 July","X1320","All retail businesses, excluding motor trades","%","6.3"
"RSM07","Turnover generated by Online Sales","202407","2024 July","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","6.8"
"RSM07","Turnover generated by Online Sales","202407","2024 July","X1340","Retail sale of food (4711,4721 to 4729)","%","2.7"
"RSM07","Turnover generated by Online Sales","202407","2024 July","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","10.1"
"RSM07","Turnover generated by Online Sales","202407","2024 July","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","5.7"
"RSM07","Turnover generated by Online Sales","202407","2024 July","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","12.3"
"RSM07","Turnover generated by Online Sales","202407","2024 July","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","15.4"
"RSM07","Turnover generated by Online Sales","202407","2024 July","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","8.2"
"RSM07","Turnover generated by Online Sales","202407","2024 July","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","16.4"
"RSM07","Turnover generated by Online Sales","202407","2024 July","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","6.4"
"RSM07","Turnover generated by Online Sales","202407","2024 July","X1411","Online or Mail Order","%","83.2"
"RSM07","Turnover generated by Online Sales","202407","2024 July","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202407","2024 July","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202408","2024 August","45","Motor trades (45)","%","1.7"
"RSM07","Turnover generated by Online Sales","202408","2024 August","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","2.3"
"RSM07","Turnover generated by Online Sales","202408","2024 August","4719","Department stores (4719)","%","6.9"
"RSM07","Turnover generated by Online Sales","202408","2024 August","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202408","2024 August","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202408","2024 August","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202408","2024 August","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202408","2024 August","V3970","All retail businesses","%","4.7"
"RSM07","Turnover generated by Online Sales","202408","2024 August","X1320","All retail businesses, excluding motor trades","%","6"
"RSM07","Turnover generated by Online Sales","202408","2024 August","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","6.8"
"RSM07","Turnover generated by Online Sales","202408","2024 August","X1340","Retail sale of food (4711,4721 to 4729)","%","2.7"
"RSM07","Turnover generated by Online Sales","202408","2024 August","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","10.2"
"RSM07","Turnover generated by Online Sales","202408","2024 August","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","5.9"
"RSM07","Turnover generated by Online Sales","202408","2024 August","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","12.3"
"RSM07","Turnover generated by Online Sales","202408","2024 August","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","18"
"RSM07","Turnover generated by Online Sales","202408","2024 August","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","8.7"
"RSM07","Turnover generated by Online Sales","202408","2024 August","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","16.3"
"RSM07","Turnover generated by Online Sales","202408","2024 August","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","6.6"
"RSM07","Turnover generated by Online Sales","202408","2024 August","X1411","Online or Mail Order","%","80.9"
"RSM07","Turnover generated by Online Sales","202408","2024 August","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202408","2024 August","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202409","2024 September","45","Motor trades (45)","%","1.2"
"RSM07","Turnover generated by Online Sales","202409","2024 September","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","2.6"
"RSM07","Turnover generated by Online Sales","202409","2024 September","4719","Department stores (4719)","%","9.4"
"RSM07","Turnover generated by Online Sales","202409","2024 September","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202409","2024 September","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202409","2024 September","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202409","2024 September","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202409","2024 September","V3970","All retail businesses","%","5.1"
"RSM07","Turnover generated by Online Sales","202409","2024 September","X1320","All retail businesses, excluding motor trades","%","6.8"
"RSM07","Turnover generated by Online Sales","202409","2024 September","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","7"
"RSM07","Turnover generated by Online Sales","202409","2024 September","X1340","Retail sale of food (4711,4721 to 4729)","%","3.1"
"RSM07","Turnover generated by Online Sales","202409","2024 September","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","10.2"
"RSM07","Turnover generated by Online Sales","202409","2024 September","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","6.9"
"RSM07","Turnover generated by Online Sales","202409","2024 September","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","10"
"RSM07","Turnover generated by Online Sales","202409","2024 September","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","15.5"
"RSM07","Turnover generated by Online Sales","202409","2024 September","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","8.3"
"RSM07","Turnover generated by Online Sales","202409","2024 September","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","16.7"
"RSM07","Turnover generated by Online Sales","202409","2024 September","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","6.4"
"RSM07","Turnover generated by Online Sales","202409","2024 September","X1411","Online or Mail Order","%","85.6"
"RSM07","Turnover generated by Online Sales","202409","2024 September","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202409","2024 September","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202410","2024 October","45","Motor trades (45)","%","0.7"
"RSM07","Turnover generated by Online Sales","202410","2024 October","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","2.5"
"RSM07","Turnover generated by Online Sales","202410","2024 October","4719","Department stores (4719)","%","10.6"
"RSM07","Turnover generated by Online Sales","202410","2024 October","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202410","2024 October","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202410","2024 October","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202410","2024 October","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202410","2024 October","V3970","All retail businesses","%","5"
"RSM07","Turnover generated by Online Sales","202410","2024 October","X1320","All retail businesses, excluding motor trades","%","6.8"
"RSM07","Turnover generated by Online Sales","202410","2024 October","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","7.5"
"RSM07","Turnover generated by Online Sales","202410","2024 October","X1340","Retail sale of food (4711,4721 to 4729)","%","3.1"
"RSM07","Turnover generated by Online Sales","202410","2024 October","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","11"
"RSM07","Turnover generated by Online Sales","202410","2024 October","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","7.9"
"RSM07","Turnover generated by Online Sales","202410","2024 October","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","11.8"
"RSM07","Turnover generated by Online Sales","202410","2024 October","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","14.2"
"RSM07","Turnover generated by Online Sales","202410","2024 October","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","10"
"RSM07","Turnover generated by Online Sales","202410","2024 October","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","17.1"
"RSM07","Turnover generated by Online Sales","202410","2024 October","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","8.4"
"RSM07","Turnover generated by Online Sales","202410","2024 October","X1411","Online or Mail Order","%","76.7"
"RSM07","Turnover generated by Online Sales","202410","2024 October","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202410","2024 October","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202411","2024 November","45","Motor trades (45)","%","1.4"
"RSM07","Turnover generated by Online Sales","202411","2024 November","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","2.5"
"RSM07","Turnover generated by Online Sales","202411","2024 November","4719","Department stores (4719)","%","13.2"
"RSM07","Turnover generated by Online Sales","202411","2024 November","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202411","2024 November","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202411","2024 November","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202411","2024 November","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202411","2024 November","V3970","All retail businesses","%","6"
"RSM07","Turnover generated by Online Sales","202411","2024 November","X1320","All retail businesses, excluding motor trades","%","7.8"
"RSM07","Turnover generated by Online Sales","202411","2024 November","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","8.9"
"RSM07","Turnover generated by Online Sales","202411","2024 November","X1340","Retail sale of food (4711,4721 to 4729)","%","3.9"
"RSM07","Turnover generated by Online Sales","202411","2024 November","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","12.9"
"RSM07","Turnover generated by Online Sales","202411","2024 November","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","15.3"
"RSM07","Turnover generated by Online Sales","202411","2024 November","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","11.9"
"RSM07","Turnover generated by Online Sales","202411","2024 November","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","19.7"
"RSM07","Turnover generated by Online Sales","202411","2024 November","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","11.3"
"RSM07","Turnover generated by Online Sales","202411","2024 November","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","19.5"
"RSM07","Turnover generated by Online Sales","202411","2024 November","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","10"
"RSM07","Turnover generated by Online Sales","202411","2024 November","X1411","Online or Mail Order","%","84.6"
"RSM07","Turnover generated by Online Sales","202411","2024 November","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202411","2024 November","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202412","2024 December","45","Motor trades (45)","%","1.4"
"RSM07","Turnover generated by Online Sales","202412","2024 December","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","3.6"
"RSM07","Turnover generated by Online Sales","202412","2024 December","4719","Department stores (4719)","%","9.3"
"RSM07","Turnover generated by Online Sales","202412","2024 December","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202412","2024 December","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202412","2024 December","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202412","2024 December","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202412","2024 December","V3970","All retail businesses","%","6.1"
"RSM07","Turnover generated by Online Sales","202412","2024 December","X1320","All retail businesses, excluding motor trades","%","8"
"RSM07","Turnover generated by Online Sales","202412","2024 December","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","8.6"
"RSM07","Turnover generated by Online Sales","202412","2024 December","X1340","Retail sale of food (4711,4721 to 4729)","%","4"
"RSM07","Turnover generated by Online Sales","202412","2024 December","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","12.4"
"RSM07","Turnover generated by Online Sales","202412","2024 December","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","6.6"
"RSM07","Turnover generated by Online Sales","202412","2024 December","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","13.9"
"RSM07","Turnover generated by Online Sales","202412","2024 December","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","22.5"
"RSM07","Turnover generated by Online Sales","202412","2024 December","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","12.2"
"RSM07","Turnover generated by Online Sales","202412","2024 December","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","17.5"
"RSM07","Turnover generated by Online Sales","202412","2024 December","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","7.9"
"RSM07","Turnover generated by Online Sales","202412","2024 December","X1411","Online or Mail Order","%","81.7"
"RSM07","Turnover generated by Online Sales","202412","2024 December","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202412","2024 December","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202501","2025 January","45","Motor trades (45)","%","1.4"
"RSM07","Turnover generated by Online Sales","202501","2025 January","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","2.5"
"RSM07","Turnover generated by Online Sales","202501","2025 January","4719","Department stores (4719)","%","8.4"
"RSM07","Turnover generated by Online Sales","202501","2025 January","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202501","2025 January","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202501","2025 January","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202501","2025 January","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202501","2025 January","V3970","All retail businesses","%","5.5"
"RSM07","Turnover generated by Online Sales","202501","2025 January","X1320","All retail businesses, excluding motor trades","%","7.2"
"RSM07","Turnover generated by Online Sales","202501","2025 January","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","7.6"
"RSM07","Turnover generated by Online Sales","202501","2025 January","X1340","Retail sale of food (4711,4721 to 4729)","%","3.1"
"RSM07","Turnover generated by Online Sales","202501","2025 January","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","11.3"
"RSM07","Turnover generated by Online Sales","202501","2025 January","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","7.4"
"RSM07","Turnover generated by Online Sales","202501","2025 January","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","11.2"
"RSM07","Turnover generated by Online Sales","202501","2025 January","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","15.7"
"RSM07","Turnover generated by Online Sales","202501","2025 January","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","14"
"RSM07","Turnover generated by Online Sales","202501","2025 January","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","15.6"
"RSM07","Turnover generated by Online Sales","202501","2025 January","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","6.1"
"RSM07","Turnover generated by Online Sales","202501","2025 January","X1411","Online or Mail Order","%","78.5"
"RSM07","Turnover generated by Online Sales","202501","2025 January","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202501","2025 January","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202502","2025 February","45","Motor trades (45)","%","1"
"RSM07","Turnover generated by Online Sales","202502","2025 February","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","2.7"
"RSM07","Turnover generated by Online Sales","202502","2025 February","4719","Department stores (4719)","%","7.6"
"RSM07","Turnover generated by Online Sales","202502","2025 February","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202502","2025 February","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202502","2025 February","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202502","2025 February","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202502","2025 February","V3970","All retail businesses","%","4.8"
"RSM07","Turnover generated by Online Sales","202502","2025 February","X1320","All retail businesses, excluding motor trades","%","6.4"
"RSM07","Turnover generated by Online Sales","202502","2025 February","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","6.7"
"RSM07","Turnover generated by Online Sales","202502","2025 February","X1340","Retail sale of food (4711,4721 to 4729)","%","3.3"
"RSM07","Turnover generated by Online Sales","202502","2025 February","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","9.5"
"RSM07","Turnover generated by Online Sales","202502","2025 February","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","7.6"
"RSM07","Turnover generated by Online Sales","202502","2025 February","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","10.3"
"RSM07","Turnover generated by Online Sales","202502","2025 February","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","15.5"
"RSM07","Turnover generated by Online Sales","202502","2025 February","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","9.1"
"RSM07","Turnover generated by Online Sales","202502","2025 February","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","14.4"
"RSM07","Turnover generated by Online Sales","202502","2025 February","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","4.7"
"RSM07","Turnover generated by Online Sales","202502","2025 February","X1411","Online or Mail Order","%","77.6"
"RSM07","Turnover generated by Online Sales","202502","2025 February","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202502","2025 February","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202503","2025 March","45","Motor trades (45)","%","1.4"
"RSM07","Turnover generated by Online Sales","202503","2025 March","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","2.6"
"RSM07","Turnover generated by Online Sales","202503","2025 March","4719","Department stores (4719)","%","8"
"RSM07","Turnover generated by Online Sales","202503","2025 March","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202503","2025 March","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202503","2025 March","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202503","2025 March","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202503","2025 March","V3970","All retail businesses","%","4.8"
"RSM07","Turnover generated by Online Sales","202503","2025 March","X1320","All retail businesses, excluding motor trades","%","6.2"
"RSM07","Turnover generated by Online Sales","202503","2025 March","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","6.8"
"RSM07","Turnover generated by Online Sales","202503","2025 March","X1340","Retail sale of food (4711,4721 to 4729)","%","3.2"
"RSM07","Turnover generated by Online Sales","202503","2025 March","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","9.7"
"RSM07","Turnover generated by Online Sales","202503","2025 March","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","8.1"
"RSM07","Turnover generated by Online Sales","202503","2025 March","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","9.9"
"RSM07","Turnover generated by Online Sales","202503","2025 March","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","15.6"
"RSM07","Turnover generated by Online Sales","202503","2025 March","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","9.8"
"RSM07","Turnover generated by Online Sales","202503","2025 March","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","14.7"
"RSM07","Turnover generated by Online Sales","202503","2025 March","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","4.3"
"RSM07","Turnover generated by Online Sales","202503","2025 March","X1411","Online or Mail Order","%","81.2"
"RSM07","Turnover generated by Online Sales","202503","2025 March","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202503","2025 March","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202504","2025 April","45","Motor trades (45)","%","1"
"RSM07","Turnover generated by Online Sales","202504","2025 April","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","2.6"
"RSM07","Turnover generated by Online Sales","202504","2025 April","4719","Department stores (4719)","%","7.3"
"RSM07","Turnover generated by Online Sales","202504","2025 April","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202504","2025 April","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202504","2025 April","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202504","2025 April","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202504","2025 April","V3970","All retail businesses","%","5"
"RSM07","Turnover generated by Online Sales","202504","2025 April","X1320","All retail businesses, excluding motor trades","%","6.7"
"RSM07","Turnover generated by Online Sales","202504","2025 April","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","7"
"RSM07","Turnover generated by Online Sales","202504","2025 April","X1340","Retail sale of food (4711,4721 to 4729)","%","3.1"
"RSM07","Turnover generated by Online Sales","202504","2025 April","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","10.1"
"RSM07","Turnover generated by Online Sales","202504","2025 April","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","6.8"
"RSM07","Turnover generated by Online Sales","202504","2025 April","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","12.2"
"RSM07","Turnover generated by Online Sales","202504","2025 April","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","20.3"
"RSM07","Turnover generated by Online Sales","202504","2025 April","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","9.4"
"RSM07","Turnover generated by Online Sales","202504","2025 April","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","15"
"RSM07","Turnover generated by Online Sales","202504","2025 April","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","4.9"
"RSM07","Turnover generated by Online Sales","202504","2025 April","X1411","Online or Mail Order","%","81.5"
"RSM07","Turnover generated by Online Sales","202504","2025 April","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202504","2025 April","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202505","2025 May","45","Motor trades (45)","%","1.1"
"RSM07","Turnover generated by Online Sales","202505","2025 May","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","2.5"
"RSM07","Turnover generated by Online Sales","202505","2025 May","4719","Department stores (4719)","%","6.3"
"RSM07","Turnover generated by Online Sales","202505","2025 May","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202505","2025 May","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202505","2025 May","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202505","2025 May","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202505","2025 May","V3970","All retail businesses","%","4.9"
"RSM07","Turnover generated by Online Sales","202505","2025 May","X1320","All retail businesses, excluding motor trades","%","6.5"
"RSM07","Turnover generated by Online Sales","202505","2025 May","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","7.2"
