"STATISTIC","Statistic Label","TLIST(M1)","Month","C02583V03135","NACE Group","UNIT","VALUE"
"RSM07","Turnover generated by Online Sales","202012","2020 December","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","20.3"
"RSM07","Turnover generated by Online Sales","202012","2020 December","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","9.6"
"RSM07","Turnover generated by Online Sales","202012","2020 December","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","18.1"
"RSM07","Turnover generated by Online Sales","202012","2020 December","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","7.5"
"RSM07","Turnover generated by Online Sales","202012","2020 December","X1411","Online or Mail Order","%","89.6"
"RSM07","Turnover generated by Online Sales","202012","2020 December","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202012","2020 December","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202101","2021 January","45","Motor trades (45)","%","3.3"
"RSM07","Turnover generated by Online Sales","202101","2021 January","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","3.2"
"RSM07","Turnover generated by Online Sales","202101","2021 January","4719","Department stores (4719)","%","26.9"
"RSM07","Turnover generated by Online Sales","202101","2021 January","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202101","2021 January","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202101","2021 January","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202101","2021 January","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202101","2021 January","V3970","All retail businesses","%","11"
"RSM07","Turnover generated by Online Sales","202101","2021 January","X1320","All retail businesses, excluding motor trades","%","14.2"
"RSM07","Turnover generated by Online Sales","202101","2021 January","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","16.1"
"RSM07","Turnover generated by Online Sales","202101","2021 January","X1340","Retail sale of food (4711,4721 to 4729)","%","3.5"
"RSM07","Turnover generated by Online Sales","202101","2021 January","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","26.3"
"RSM07","Turnover generated by Online Sales","202101","2021 January","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","5.4"
"RSM07","Turnover generated by Online Sales","202101","2021 January","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","15.3"
"RSM07","Turnover generated by Online Sales","202101","2021 January","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","25.6"
"RSM07","Turnover generated by Online Sales","202101","2021 January","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","62.7"
"RSM07","Turnover generated by Online Sales","202101","2021 January","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","24.8"
"RSM07","Turnover generated by Online Sales","202101","2021 January","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","14.7"
"RSM07","Turnover generated by Online Sales","202101","2021 January","X1411","Online or Mail Order","%","86.8"
"RSM07","Turnover generated by Online Sales","202101","2021 January","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202101","2021 January","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202102","2021 February","45","Motor trades (45)","%","2.9"
"RSM07","Turnover generated by Online Sales","202102","2021 February","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","2.9"
"RSM07","Turnover generated by Online Sales","202102","2021 February","4719","Department stores (4719)","%","35.8"
"RSM07","Turnover generated by Online Sales","202102","2021 February","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202102","2021 February","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202102","2021 February","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202102","2021 February","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202102","2021 February","V3970","All retail businesses","%","11.8"
"RSM07","Turnover generated by Online Sales","202102","2021 February","X1320","All retail businesses, excluding motor trades","%","15.4"
"RSM07","Turnover generated by Online Sales","202102","2021 February","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","17.6"
"RSM07","Turnover generated by Online Sales","202102","2021 February","X1340","Retail sale of food (4711,4721 to 4729)","%","3.3"
"RSM07","Turnover generated by Online Sales","202102","2021 February","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","29.2"
"RSM07","Turnover generated by Online Sales","202102","2021 February","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","6.5"
"RSM07","Turnover generated by Online Sales","202102","2021 February","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","17.7"
"RSM07","Turnover generated by Online Sales","202102","2021 February","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","21.5"
"RSM07","Turnover generated by Online Sales","202102","2021 February","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","65.9"
"RSM07","Turnover generated by Online Sales","202102","2021 February","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","26.5"
"RSM07","Turnover generated by Online Sales","202102","2021 February","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","17"
"RSM07","Turnover generated by Online Sales","202102","2021 February","X1411","Online or Mail Order","%","89"
"RSM07","Turnover generated by Online Sales","202102","2021 February","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202102","2021 February","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202103","2021 March","45","Motor trades (45)","%","3.4"
"RSM07","Turnover generated by Online Sales","202103","2021 March","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","2.9"
"RSM07","Turnover generated by Online Sales","202103","2021 March","4719","Department stores (4719)","%","28.5"
"RSM07","Turnover generated by Online Sales","202103","2021 March","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202103","2021 March","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202103","2021 March","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202103","2021 March","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202103","2021 March","V3970","All retail businesses","%","11.1"
"RSM07","Turnover generated by Online Sales","202103","2021 March","X1320","All retail businesses, excluding motor trades","%","14.2"
"RSM07","Turnover generated by Online Sales","202103","2021 March","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","16.1"
"RSM07","Turnover generated by Online Sales","202103","2021 March","X1340","Retail sale of food (4711,4721 to 4729)","%","2.8"
"RSM07","Turnover generated by Online Sales","202103","2021 March","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","26.9"
"RSM07","Turnover generated by Online Sales","202103","2021 March","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","2.5"
"RSM07","Turnover generated by Online Sales","202103","2021 March","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","16.8"
"RSM07","Turnover generated by Online Sales","202103","2021 March","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","21.4"
"RSM07","Turnover generated by Online Sales","202103","2021 March","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","65.8"
"RSM07","Turnover generated by Online Sales","202103","2021 March","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","22.5"
"RSM07","Turnover generated by Online Sales","202103","2021 March","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","11.8"
"RSM07","Turnover generated by Online Sales","202103","2021 March","X1411","Online or Mail Order","%","91.1"
"RSM07","Turnover generated by Online Sales","202103","2021 March","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202103","2021 March","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202104","2021 April","45","Motor trades (45)","%","3.8"
"RSM07","Turnover generated by Online Sales","202104","2021 April","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","2.6"
"RSM07","Turnover generated by Online Sales","202104","2021 April","4719","Department stores (4719)","%","34.6"
"RSM07","Turnover generated by Online Sales","202104","2021 April","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202104","2021 April","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202104","2021 April","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202104","2021 April","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202104","2021 April","V3970","All retail businesses","%","10.1"
"RSM07","Turnover generated by Online Sales","202104","2021 April","X1320","All retail businesses, excluding motor trades","%","12.7"
"RSM07","Turnover generated by Online Sales","202104","2021 April","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","14.3"
"RSM07","Turnover generated by Online Sales","202104","2021 April","X1340","Retail sale of food (4711,4721 to 4729)","%","2.6"
"RSM07","Turnover generated by Online Sales","202104","2021 April","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","23.9"
"RSM07","Turnover generated by Online Sales","202104","2021 April","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","2.8"
"RSM07","Turnover generated by Online Sales","202104","2021 April","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","13.5"
"RSM07","Turnover generated by Online Sales","202104","2021 April","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","20.4"
"RSM07","Turnover generated by Online Sales","202104","2021 April","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","58.2"
"RSM07","Turnover generated by Online Sales","202104","2021 April","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","18.2"
"RSM07","Turnover generated by Online Sales","202104","2021 April","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","6.9"
"RSM07","Turnover generated by Online Sales","202104","2021 April","X1411","Online or Mail Order","%","83.9"
"RSM07","Turnover generated by Online Sales","202104","2021 April","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202104","2021 April","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202105","2021 May","45","Motor trades (45)","%","2.9"
"RSM07","Turnover generated by Online Sales","202105","2021 May","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","2.4"
"RSM07","Turnover generated by Online Sales","202105","2021 May","4719","Department stores (4719)","%","10.6"
"RSM07","Turnover generated by Online Sales","202105","2021 May","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202105","2021 May","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202105","2021 May","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202105","2021 May","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202105","2021 May","V3970","All retail businesses","%","5.6"
"RSM07","Turnover generated by Online Sales","202105","2021 May","X1320","All retail businesses, excluding motor trades","%","6.7"
"RSM07","Turnover generated by Online Sales","202105","2021 May","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","7.4"
"RSM07","Turnover generated by Online Sales","202105","2021 May","X1340","Retail sale of food (4711,4721 to 4729)","%","2.5"
"RSM07","Turnover generated by Online Sales","202105","2021 May","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","11.5"
"RSM07","Turnover generated by Online Sales","202105","2021 May","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","3.7"
"RSM07","Turnover generated by Online Sales","202105","2021 May","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","9.5"
"RSM07","Turnover generated by Online Sales","202105","2021 May","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","16.9"
"RSM07","Turnover generated by Online Sales","202105","2021 May","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","11.5"
"RSM07","Turnover generated by Online Sales","202105","2021 May","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","19.5"
"RSM07","Turnover generated by Online Sales","202105","2021 May","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","8.1"
"RSM07","Turnover generated by Online Sales","202105","2021 May","X1411","Online or Mail Order","%","89.4"
"RSM07","Turnover generated by Online Sales","202105","2021 May","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202105","2021 May","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202106","2021 June","45","Motor trades (45)","%","2"
"RSM07","Turnover generated by Online Sales","202106","2021 June","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","3.1"
"RSM07","Turnover generated by Online Sales","202106","2021 June","4719","Department stores (4719)","%","8.1"
"RSM07","Turnover generated by Online Sales","202106","2021 June","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202106","2021 June","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202106","2021 June","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202106","2021 June","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202106","2021 June","V3970","All retail businesses","%","4.9"
"RSM07","Turnover generated by Online Sales","202106","2021 June","X1320","All retail businesses, excluding motor trades","%","6.1"
"RSM07","Turnover generated by Online Sales","202106","2021 June","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","6.7"
"RSM07","Turnover generated by Online Sales","202106","2021 June","X1340","Retail sale of food (4711,4721 to 4729)","%","3.1"
"RSM07","Turnover generated by Online Sales","202106","2021 June","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","9.6"
"RSM07","Turnover generated by Online Sales","202106","2021 June","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","3.2"
"RSM07","Turnover generated by Online Sales","202106","2021 June","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","7.9"
"RSM07","Turnover generated by Online Sales","202106","2021 June","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","13.7"
"RSM07","Turnover generated by Online Sales","202106","2021 June","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","8.6"
"RSM07","Turnover generated by Online Sales","202106","2021 June","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","17.7"
"RSM07","Turnover generated by Online Sales","202106","2021 June","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","6.9"
"RSM07","Turnover generated by Online Sales","202106","2021 June","X1411","Online or Mail Order","%","84.2"
"RSM07","Turnover generated by Online Sales","202106","2021 June","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202106","2021 June","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202107","2021 July","45","Motor trades (45)","%","3"
"RSM07","Turnover generated by Online Sales","202107","2021 July","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","2.3"
"RSM07","Turnover generated by Online Sales","202107","2021 July","4719","Department stores (4719)","%","7.8"
"RSM07","Turnover generated by Online Sales","202107","2021 July","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202107","2021 July","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202107","2021 July","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202107","2021 July","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202107","2021 July","V3970","All retail businesses","%","4.8"
"RSM07","Turnover generated by Online Sales","202107","2021 July","X1320","All retail businesses, excluding motor trades","%","5.6"
"RSM07","Turnover generated by Online Sales","202107","2021 July","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","6.2"
"RSM07","Turnover generated by Online Sales","202107","2021 July","X1340","Retail sale of food (4711,4721 to 4729)","%","2.4"
"RSM07","Turnover generated by Online Sales","202107","2021 July","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","9.3"
"RSM07","Turnover generated by Online Sales","202107","2021 July","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","3.3"
"RSM07","Turnover generated by Online Sales","202107","2021 July","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","8.3"
"RSM07","Turnover generated by Online Sales","202107","2021 July","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","14.4"
"RSM07","Turnover generated by Online Sales","202107","2021 July","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","8.3"
"RSM07","Turnover generated by Online Sales","202107","2021 July","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","15.5"
"RSM07","Turnover generated by Online Sales","202107","2021 July","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","4.3"
"RSM07","Turnover generated by Online Sales","202107","2021 July","X1411","Online or Mail Order","%","82.6"
"RSM07","Turnover generated by Online Sales","202107","2021 July","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202107","2021 July","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202108","2021 August","45","Motor trades (45)","%","2.6"
"RSM07","Turnover generated by Online Sales","202108","2021 August","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","2.4"
"RSM07","Turnover generated by Online Sales","202108","2021 August","4719","Department stores (4719)","%","7.9"
"RSM07","Turnover generated by Online Sales","202108","2021 August","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202108","2021 August","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202108","2021 August","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202108","2021 August","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202108","2021 August","V3970","All retail businesses","%","4.8"
"RSM07","Turnover generated by Online Sales","202108","2021 August","X1320","All retail businesses, excluding motor trades","%","5.7"
"RSM07","Turnover generated by Online Sales","202108","2021 August","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","6.3"
"RSM07","Turnover generated by Online Sales","202108","2021 August","X1340","Retail sale of food (4711,4721 to 4729)","%","2.5"
"RSM07","Turnover generated by Online Sales","202108","2021 August","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","9.5"
"RSM07","Turnover generated by Online Sales","202108","2021 August","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","3.2"
"RSM07","Turnover generated by Online Sales","202108","2021 August","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","9.2"
"RSM07","Turnover generated by Online Sales","202108","2021 August","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","15.6"
"RSM07","Turnover generated by Online Sales","202108","2021 August","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","9"
"RSM07","Turnover generated by Online Sales","202108","2021 August","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","14.8"
"RSM07","Turnover generated by Online Sales","202108","2021 August","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","2.9"
"RSM07","Turnover generated by Online Sales","202108","2021 August","X1411","Online or Mail Order","%","85.7"
"RSM07","Turnover generated by Online Sales","202108","2021 August","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202108","2021 August","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202109","2021 September","45","Motor trades (45)","%","2.9"
"RSM07","Turnover generated by Online Sales","202109","2021 September","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","2.5"
"RSM07","Turnover generated by Online Sales","202109","2021 September","4719","Department stores (4719)","%","7.1"
"RSM07","Turnover generated by Online Sales","202109","2021 September","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202109","2021 September","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202109","2021 September","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202109","2021 September","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202109","2021 September","V3970","All retail businesses","%","4.6"
"RSM07","Turnover generated by Online Sales","202109","2021 September","X1320","All retail businesses, excluding motor trades","%","5.3"
"RSM07","Turnover generated by Online Sales","202109","2021 September","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","5.9"
"RSM07","Turnover generated by Online Sales","202109","2021 September","X1340","Retail sale of food (4711,4721 to 4729)","%","2.5"
"RSM07","Turnover generated by Online Sales","202109","2021 September","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","8.6"
"RSM07","Turnover generated by Online Sales","202109","2021 September","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","2.7"
"RSM07","Turnover generated by Online Sales","202109","2021 September","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","8.9"
"RSM07","Turnover generated by Online Sales","202109","2021 September","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","13.6"
"RSM07","Turnover generated by Online Sales","202109","2021 September","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","8.1"
"RSM07","Turnover generated by Online Sales","202109","2021 September","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","14.4"
"RSM07","Turnover generated by Online Sales","202109","2021 September","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","4.3"
"RSM07","Turnover generated by Online Sales","202109","2021 September","X1411","Online or Mail Order","%","78.7"
"RSM07","Turnover generated by Online Sales","202109","2021 September","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202109","2021 September","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202110","2021 October","45","Motor trades (45)","%","3.6"
"RSM07","Turnover generated by Online Sales","202110","2021 October","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","2.4"
"RSM07","Turnover generated by Online Sales","202110","2021 October","4719","Department stores (4719)","%","7.8"
"RSM07","Turnover generated by Online Sales","202110","2021 October","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202110","2021 October","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202110","2021 October","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202110","2021 October","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202110","2021 October","V3970","All retail businesses","%","5.5"
"RSM07","Turnover generated by Online Sales","202110","2021 October","X1320","All retail businesses, excluding motor trades","%","6.3"
"RSM07","Turnover generated by Online Sales","202110","2021 October","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","6.5"
"RSM07","Turnover generated by Online Sales","202110","2021 October","X1340","Retail sale of food (4711,4721 to 4729)","%","2.4"
"RSM07","Turnover generated by Online Sales","202110","2021 October","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","9.8"
"RSM07","Turnover generated by Online Sales","202110","2021 October","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","2.4"
"RSM07","Turnover generated by Online Sales","202110","2021 October","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","7.7"
"RSM07","Turnover generated by Online Sales","202110","2021 October","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","13"
"RSM07","Turnover generated by Online Sales","202110","2021 October","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","9.6"
"RSM07","Turnover generated by Online Sales","202110","2021 October","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","16.1"
"RSM07","Turnover generated by Online Sales","202110","2021 October","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","5.6"
"RSM07","Turnover generated by Online Sales","202110","2021 October","X1411","Online or Mail Order","%","84"
"RSM07","Turnover generated by Online Sales","202110","2021 October","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202110","2021 October","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
"RSM07","Turnover generated by Online Sales","202111","2021 November","45","Motor trades (45)","%","4.3"
"RSM07","Turnover generated by Online Sales","202111","2021 November","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","%","2.6"
"RSM07","Turnover generated by Online Sales","202111","2021 November","4719","Department stores (4719)","%","10.3"
"RSM07","Turnover generated by Online Sales","202111","2021 November","4730","Retail sale of automotive fuel (4730)","%",""
"RSM07","Turnover generated by Online Sales","202111","2021 November","4752","Retail sale of hardware, paints and glass (4752)","%",""
"RSM07","Turnover generated by Online Sales","202111","2021 November","4759","Retail sale of furniture and lighting (4759)","%",""
"RSM07","Turnover generated by Online Sales","202111","2021 November","5630","Bars (5630)","%",""
"RSM07","Turnover generated by Online Sales","202111","2021 November","V3970","All retail businesses","%","6"
"RSM07","Turnover generated by Online Sales","202111","2021 November","X1320","All retail businesses, excluding motor trades","%","6.8"
"RSM07","Turnover generated by Online Sales","202111","2021 November","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","%","7.6"
"RSM07","Turnover generated by Online Sales","202111","2021 November","X1340","Retail sale of food (4711,4721 to 4729)","%","2.5"
"RSM07","Turnover generated by Online Sales","202111","2021 November","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","%","11.7"
"RSM07","Turnover generated by Online Sales","202111","2021 November","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","%","2.2"
"RSM07","Turnover generated by Online Sales","202111","2021 November","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","%","10.5"
"RSM07","Turnover generated by Online Sales","202111","2021 November","X1380","Retail sale of electrical goods (4741 to 4743,4754)","%","16.2"
"RSM07","Turnover generated by Online Sales","202111","2021 November","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","%","14.7"
"RSM07","Turnover generated by Online Sales","202111","2021 November","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","%","17.5"
"RSM07","Turnover generated by Online Sales","202111","2021 November","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","%","5.1"
"RSM07","Turnover generated by Online Sales","202111","2021 November","X1411","Online or Mail Order","%","86.9"
"RSM07","Turnover generated by Online Sales","202111","2021 November","X1420","Retail sale of books, newspapers and stationery (4761,4762)","%",""
"RSM07","Turnover generated by Online Sales","202111","2021 November","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","%",""
